Center_X,Center_Y,Center_Z,Left_X,Left_Y,Left_Z,Right_X,Right_Y,Right_Z
-13.419,-0.089,-5.6549997,-18.709793511861278,-0.08900000154972076,-5.413901880593979,-8.128205832010792,-0.08900000154972076,-5.896097585348404
-13.1665,-0.038999997,-0.11399999,-18.55399675098863,-0.038999997079372406,0.7880683780124258,-7.779003432116838,-0.038999997079372406,-1.016068363230474
-11.971499,0.0015000002,7.023,-17.708547551750797,0.0015000002458691597,10.20291322737883,-6.234451334357601,0.0015000002458691597,3.84308629959871
-8.142,-0.024999999,13.931999,-11.691977502182425,-0.02499999850988388,20.676729521003324,-4.592022894546091,-0.02499999850988388,7.1872688920826135
-0.6515,-0.0635,17.8745,0.09261597147192902,-0.06350000202655792,25.784213923667153,-1.3956159447690482,-0.06350000202655792,9.964786625649253
8.7345,0.014,16.9915,14.33401695692993,0.014000000432133675,21.227627138847367,3.1349829057409693,0.014000000432133675,12.755374570137008
14.3505,0.014,9.568,20.213139127086635,0.014000000432133675,10.457776112785076,8.487861086536412,0.014000000432133675,8.678223566780353
15.7005,0.014,0.673,21.559547557940277,0.014000000432133675,1.0096145160261472,9.84145151127359,0.014000000432133675,0.3363854401048343
16.197,0.014,-7.969,22.082684960288134,0.014000000432133675,-6.206026481738718,10.311316046791944,0.014000000432133675,-9.731973243603079
17.6165,0.014,-12.708,23.449362251158902,0.014000000432133675,-8.938870816022245,11.783639457825473,0.014000000432133675,-16.477129550188693
20.609001,0.014,-17.339,23.312715441861883,0.014000000432133675,-9.617889495118561,17.905286877474055,0.014000000432133675,-25.060111908690033
26.439,0.014,-19.3805,23.38068006255517,0.014000000432133675,-11.076057157111109,29.49731828949561,0.014000000432133675,-27.684944429802954
32.759003,0.014,-17.053001,26.83918167796628,0.014000000432133675,-10.681651728673842,38.67882369312747,0.014000000432133675,-23.424351078943346
37.867,0.014,-12.307,30.716065572805974,0.014000000432133675,-8.87305451193535,45.017935586861995,0.014000000432133675,-15.74094580849922
40.669502,0.014,-6.471,33.91894379718292,0.014000000432133675,-4.866224803434704,47.42006071941864,0.014000000432133675,-8.075775585664417
42.9015,0.77,2.918,36.54895276729101,0.7699999809265137,3.4117135698476204,49.25404863651758,0.7699999809265137,2.424286395820104
43.6565,0.77,12.6325,37.37182956919466,0.7699999809265137,12.555898476257871,49.9411739708444,0.7699999809265137,12.709100913390566
43.529503,0.77,23.052,37.26774154665907,0.7699999809265137,22.77020393097058,49.79126419064562,0.7699999809265137,23.333796160582153
43.0045,0.77,34.718002,37.32148719475663,0.7699999809265137,32.093826950605944,48.68751549079025,0.7699999809265137,37.34217768806593
40.5655,0.77,40.0,36.315322904443605,0.7699999809265137,35.84976285159888,44.81567379965796,0.7699999809265137,44.15023714840112
36.267498,0.77,44.401497,34.07323611567506,0.7699999809265137,40.42381617905744,38.461759917039785,0.7699999809265137,48.37917759535662
29.2675,0.77,48.263,28.190378531000647,0.7699999809265137,46.02572733555871,30.344621316411462,0.7699999809265137,50.50027364100379
23.2855,0.77,51.142998,22.60521523223973,0.7699999809265137,49.69456515290908,23.965783913268083,0.7699999809265137,52.59143033048936
18.744,0.77,53.276,17.071968076220486,0.7699999809265137,51.61322675382479,20.416030886181858,0.7699999809265137,54.93877519930021
14.7025,0.77,57.34,11.597811882119814,0.7699999809265137,55.90712249257715,17.807188804525694,0.7699999809265137,58.77287781259863
11.734,0.77,63.772,7.664290317618651,0.7699999809265137,62.765987176568665,15.803710094368654,0.7699999809265137,64.77801154169305
10.731501,0.77,67.8275,6.237015027373303,0.7699999809265137,65.67001215915626,15.2259862238474,0.7699999809265137,69.98498662014062
8.8205,0.77,71.8085,5.711441025880617,0.7699999809265137,67.50043611414361,11.929559721800047,0.7699999809265137,76.11656828038764
4.8034997,0.77,74.707504,2.4482339863341167,0.7699999809265137,70.17281800249356,7.158765410943715,0.7699999809265137,79.24219054242832
0.3165,0.77,77.038,-0.7196775528282444,0.7699999809265137,72.5056877334896,1.3526775690407078,0.7699999809265137,81.57031629483072
-4.928,0.77,78.237,-5.33503359895386,0.7699999809265137,74.35848899594063,-4.520966347640378,0.7699999809265137,82.11551002749687
-10.326,0.77,78.8035,-10.331627057505226,0.7699999809265137,74.89495362960469,-10.320373369740867,0.7699999809265137,82.71204099930156
-17.6235,0.77,78.814,-16.88526514176852,0.7699999809265137,74.03631542317149,-18.361736506180698,0.7699999809265137,83.59169055827383
-24.7845,0.77,77.707504,-23.482516854096616,0.7699999809265137,72.2616649660198,-26.08648339004401,0.7699999809265137,83.15334357890208
-31.205,0.77,76.1725,-29.239380167521546,0.7699999809265137,70.61053581601425,-33.170619679890564,0.7699999809265137,81.73446540468888
-37.441498,0.77,73.9685,-34.53722003563283,0.7699999809265137,68.55006972682321,-40.34577556983592,0.7699999809265137,79.38692673313773
-41.003998,0.77,72.059,-36.31525743493103,0.7699999809265137,67.5044997906233,-45.69273817053772,0.7699999809265137,76.61349642519701
-43.718002,0.77,69.265,-37.03211112120445,0.7699999809265137,67.74066087708968,-50.403893517467424,0.7699999809265137,70.7893379022072
-44.7165,0.77,64.8855,-37.70641328809222,0.7699999809265137,64.19406149309019,-51.72658536913434,0.7699999809265137,65.57693460065981
-45.164497,0.77,60.3435,-38.017973835681715,0.7699999809265137,60.31956939969545,-52.31102091529485,0.7699999809265137,60.367427060265484
-45.1945,0.77,51.383,-38.038005877556316,0.7699999809265137,51.39332939925849,-52.35099406140853,0.7699999809265137,51.37266944107354
-45.1805,0.77,41.684,-37.995803335201344,0.7699999809265137,41.71198842505306,-52.36519672583381,0.7699999809265137,41.656007790767255
-45.138,0.77,30.775,-37.95287857742238,0.7699999809265137,30.878711838853267,-52.32312239914012,0.7699999809265137,30.67128739820728
-44.986,0.77,20.2445,-39.453629111560645,0.7699999809265137,19.138567451651234,-50.51837101050967,0.7699999809265137,21.350430961434704
-47.2315,0.77,9.011499,-43.114065145629525,0.7699999809265137,8.948491621373858,-51.34893229089391,0.7699999809265137,9.074507188440595
-47.3605,0.77,0.5815,-42.807437844740775,0.7699999809265137,1.1219314430935583,-51.91356282664594,0.7699999809265137,0.041068544508675586
-46.392,0.77,-7.578,-40.64322544864672,0.7699999809265137,-9.18114217276755,-52.14077113338453,0.7699999809265137,-5.974857964561551
-48.4485,0.443,-14.952499,-43.50895386796458,0.4429999887943268,-19.827684393049026,-53.38804930586355,0.4429999887943268,-10.07731438624785
-53.41,0.2605,-19.9795,-49.70473921677976,0.2605000138282776,-25.756909488331132,-57.11526047804446,0.2605000138282776,-14.20209014545793
-58.0355,0.1155,-22.946,-55.884381264522744,0.11550000309944153,-29.183301397501964,-60.18661788098507,0.11550000309944153,-16.70869689351366
-64.0405,0.0955,-25.017,-61.261489268371236,0.09549999982118607,-30.699542351857986,-66.81950438397251,0.09549999982118607,-19.33445804487053
-69.585,0.1155,-27.7285,-64.65388962150212,0.11550000309944153,-31.82341593352652,-74.5161085474432,0.11550000309944153,-23.633584798895356
-73.2725,0.1155,-32.169,-66.67883726480574,0.11550000309944153,-33.91193471678744,-79.86616090413958,0.11550000309944153,-30.426062719735995
-74.6785,0.1155,-37.488,-67.60422284645807,0.11550000309944153,-36.49555654661512,-81.75277178244818,0.11550000309944153,-38.48044137818957
-73.5,0.1155,-45.8885,-67.5216349684539,0.11550000309944153,-41.1326191004639,-79.4783650315461,0.11550000309944153,-50.644381326782195
